,Unnamed: 0,Name,Type,Family,Category,Material,FileName,NBR_COD,NBR_DESC
92467,92467,61x38cm,61x38cm,ARQ_Sanca_L,Componentes de gabinete,61x38cm,MG.BHZ.044-BAR-ARQ-MOD-000-TIPxxx.nwc,,
92469,92469,40x38cm,40x38cm,ARQ_Sanca_L,Componentes de gabinete,40x38cm,MG.BHZ.044-BAR-ARQ-MOD-000-TIPxxx.nwc,,
92474,92474,M21-46x30x17cm,M21-46x30x17cm,ARQ_Metais_CubaInoxEmbutir,Peças hidrossanitárias,M21-46x30x17cm,MG.BHZ.044-BAR-ARQ-MOD-000-TIPxxx.nwc,,
92484,92484,M02-Bica Alta C-36-Regulador,M02-Bica Alta C-36-Regulador,ARQ_Torneira_Cozinha,Peças hidrossanitárias,M02-Bica Alta C-36-Regulador,MG.BHZ.044-BAR-ARQ-MOD-000-TIPxxx.nwc,,
92491,92491,M18-60cm,M18-60cm,ARQ_Barra_PCD,Peças hidrossanitárias,M18-60cm,MG.BHZ.044-BAR-ARQ-MOD-000-TIPxxx.nwc,,
125498,125498,Stair-PI06-PisoEscada,Stair-PI06-PisoEscada,Lance não monolítico,Lances,Lance(Interno),MG.BHZ.044-BAR-ARQ-MOD-000-TIPxxx.nwc,,
125641,125641,CO6-TelhaTranslucida,CO6-TelhaTranslucida,Telhado básico,Telhados,@ToldoPolicarbonato,MG.BHZ.044-BAR-ARQ-MOD-000-TORxxx.nwc,,
125653,125653,C01-TelhaFibrocimento,C01-TelhaFibrocimento,Telhado básico,Telhados,@TelhaMetalica,MG.BHZ.044-BAR-ARQ-MOD-000-TORxxx.nwc,,
125655,125655,Ø50mm,Ø50mm,ARQ_BuzinotePluvial,Peças hidrossanitárias,Ø50mm,MG.BHZ.044-BAR-ARQ-MOD-000-TORxxx.nwc,,
125657,125657,Ø150mm,Ø150mm,ARQ_ColetorPluvial,Peças hidrossanitárias,Ø150mm,MG.BHZ.044-BAR-ARQ-MOD-000-TORxxx.nwc,,
125659,125659,PCF02-80x210,PCF02-80x210,ARQ_Porta_PCF_1F_Abrir_PC,Portas,PCF02-80x210,MG.BHZ.044-BAR-ARQ-MOD-000-TORxxx.nwc,,
125661,125661,PCF01A-80x210,PCF01A-80x210,ARQ_Porta_PCF_1F_Abrir_PC,Portas,PCF01A-80x210,MG.BHZ.044-BAR-ARQ-MOD-000-TORxxx.nwc,,
125684,125684,"J27-113,5x152,5","J27-113,5x152,5",ARQ_Janela_Aluminio_1F_Veneziana,Janelas,"J27-113,5x152,5",MG.BHZ.044-BAR-ARQ-MOD-000-TORxxx.nwc,,
125685,125685,"J22-59,5x100,5","J22-59,5x100,5",ARQ_Janela_Aluminio_1F_Veneziana,Janelas,"J22-59,5x100,5",MG.BHZ.044-BAR-ARQ-MOD-000-TORxxx.nwc,,
125686,125686,"J23-40,5x40,5","J23-40,5x40,5",ARQ_Janela_Aluminio_1F_Veneziana,Janelas,"J23-40,5x40,5",MG.BHZ.044-BAR-ARQ-MOD-000-TORxxx.nwc,,
125690,125690,"J21-149,5x100,5","J21-149,5x100,5",ARQ_Janela_Aluminio_1F_Veneziana,Janelas,"J21-149,5x100,5",MG.BHZ.044-BAR-ARQ-MOD-000-TORxxx.nwc,,
125691,125691,"J20-99,7x59,7","J20-99,7x59,7",ARQ_Janela_Aluminio_1F_Veneziana_Trox,Janelas,"J20-99,7x59,7",MG.BHZ.044-BAR-ARQ-MOD-000-TORxxx.nwc,,
125693,125693,"J16-79,7x51,5","J16-79,7x51,5",ARQ_Janela_Aluminio_1F_Veneziana_Trox,Janelas,"J16-79,7x51,5",MG.BHZ.044-BAR-ARQ-MOD-000-TORxxx.nwc,,
125702,125702,P22-80x80,P22-80x80,ARQ_Porta_Aluminio_1F_Alcapao,Portas,P22-80x80,MG.BHZ.044-BAR-ARQ-MOD-000-TORxxx.nwc,,
125703,125703,PI-120-LajeConcreto-REF,PI-120-LajeConcreto-REF,Piso,Pisos,@Concreto,MG.BHZ.044-BAR-ARQ-MOD-000-TORxxx.nwc,,
125706,125706,PI-200-LajeConcreto-REF,PI-200-LajeConcreto-REF,Piso,Pisos,@Concreto,MG.BHZ.044-BAR-ARQ-MOD-000-TORxxx.nwc,,
125711,125711,PI-150-Impermeabilização_Enchimento_Externo,PI-150-Impermeabilização_Enchimento_Externo,Piso,Pisos,@EnchimentoImpermeabilizaçãoExterna,MG.BHZ.044-BAR-ARQ-MOD-000-TORxxx.nwc,,
125733,125733,15x15cm,15x15cm,ARQ_RaloSifonado,Peças hidrossanitárias,15x15cm,MG.BHZ.044-BAR-ARQ-MOD-000-TORxxx.nwc,,
125750,125750,20000 Litros,20000 Litros,ARQ_Tanque Fortlev - 2000 a 20.000 Litros,Peças hidrossanitárias,20000 Litros,MG.BHZ.044-BAR-ARQ-MOD-000-TORxxx.nwc,,
125791,125791,FA03-002-PinturaCinzaMisterioso_Acrilica_Massa,FA03-002-PinturaCinzaMisterioso_Acrilica_Massa,Parede básica,Paredes,@PinturaCinzaMisteriosoTexturizada_Acrilica,MG.BHZ.044-BAR-ARQ-MOD-000-TORxxx.nwc,,
126015,126015,DCF-02-70x50,DCF-02-70x50,ARQ_Janela_Dumper,Janelas,DCF-02-70x50,MG.BHZ.044-BAR-ARQ-MOD-000-TORxxx.nwc,,
126019,126019,"J24-100,5x57,5","J24-100,5x57,5",ARQ_Janela_Aluminio_1F_Veneziana,Janelas,"J24-100,5x57,5",MG.BHZ.044-BAR-ARQ-MOD-000-TORxxx.nwc,,
126021,126021,Escada Marinheiro,Escada Marinheiro,ARQ_Escada_Marinheiro_Com_Proteção,Equipamento especial,Escada Marinheiro,MG.BHZ.044-BAR-ARQ-MOD-000-TORxxx.nwc,,
126023,126023,RETA - DUTO RETANGULAR,RETA - DUTO RETANGULAR,Duto retangular,Dutos,Solid,MG.BHZ.044-BAR-ARQ-MOD-000-TORxxx.nwc,,
126027,126027,Raio 10,Raio 10,CURVA RETANGULAR,Conexões de duto,Raio 10,MG.BHZ.044-BAR-ARQ-MOD-000-TORxxx.nwc,,
126380,126380,RE12-002-PinturaBrancoNeveLisa_Acrilica_Antimofo_Massa,RE12-002-PinturaBrancoNeveLisa_Acrilica_Antimofo_Massa,Parede básica,Paredes,@PinturaBrancoNeve_Acrilica_Antimofo,MG.BHZ.044-BAR-ARQ-MOD-000-TORxxx.nwc,,
126740,126740,RE07-002-PinturaCinzaTexturizada_Acrilica_Massa,RE07-002-PinturaCinzaTexturizada_Acrilica_Massa,Parede básica,Paredes,@PinturaCinzaClaroTexturizada_Acrilica,MG.BHZ.044-BAR-ARQ-MOD-000-TORxxx.nwc,,
126778,126778,FA04-002-PinturaMagiaProfunda_Acrilica_Massa,FA04-002-PinturaMagiaProfunda_Acrilica_Massa,Parede básica,Paredes,@MassaRegularizada,MG.BHZ.044-BAR-ARQ-MOD-000-TORxxx.nwc,,
126946,126946,FA02-002-PinturaCinzaGranito_Acrilica_Massa,FA02-002-PinturaCinzaGranito_Acrilica_Massa,Parede básica,Paredes,@MassaRegularizada,MG.BHZ.044-BAR-ARQ-MOD-000-TORxxx.nwc,,
126954,126954,PC-100-Osso/ParedeConcreto/Osso-VED,PC-100-Osso/ParedeConcreto/Osso-VED,Parede básica,Paredes,@Concreto,MG.BHZ.044-BAR-ARQ-MOD-000-TORxxx.nwc,,
129943,129943,P23-104x210,P23-104x210,ARQ_Porta_Aluminio_1F_Abrir_Vidro_Ventilação,Portas,P23-104x210,MG.BHZ.044-BAR-ARQ-MOD-000-TORxxx.nwc,,
129944,129944,P09-150x212,P09-150x212,ARQ_Porta_Ferro_2F_Abrir,Portas,P09-150x212,MG.BHZ.044-BAR-ARQ-MOD-000-TORxxx.nwc,,
129949,129949,P16-110x210,P16-110x210,ARQ_Porta_Aluminio_2F_Abrir_Vidro,Portas,P16-110x210,MG.BHZ.044-BAR-ARQ-MOD-000-TORxxx.nwc,,
130007,130007,PI-120-Impermeabilização_Enchimento_Interno,PI-120-Impermeabilização_Enchimento_Interno,Piso,Pisos,@EnchimentoImpermeabilizaçãoExterna,MG.BHZ.044-BAR-ARQ-MOD-000-TORxxx.nwc,,
130008,130008,PI-090-Impermeabilização_Enchimento_Externo,PI-090-Impermeabilização_Enchimento_Externo,Piso,Pisos,@EnchimentoImpermeabilizaçãoExterna,MG.BHZ.044-BAR-ARQ-MOD-000-TORxxx.nwc,,
130010,130010,PI-020-Impermeabilização_Enchimento_Externo,PI-020-Impermeabilização_Enchimento_Externo,Piso,Pisos,@EnchimentoImpermeabilizaçãoExterna,MG.BHZ.044-BAR-ARQ-MOD-000-TORxxx.nwc,,
130011,130011,PI-020-Impermeabilização_Enchimento_Interno,PI-020-Impermeabilização_Enchimento_Interno,Piso,Pisos,@EnchimentoImpermeabilizaçãoExterna,MG.BHZ.044-BAR-ARQ-MOD-000-TORxxx.nwc,,
130038,130038,PI-900-LajeConcreto-REF,PI-900-LajeConcreto-REF,Piso,Pisos,@Concreto,MG.BHZ.044-BAR-ARQ-MOD-000-TORxxx.nwc,,
130039,130039,PI-980-LajeConcreto-REF,PI-980-LajeConcreto-REF,Piso,Pisos,@Concreto,MG.BHZ.044-BAR-ARQ-MOD-000-TORxxx.nwc,,
130059,130059,PI-150-LajeConcreto-REF,PI-150-LajeConcreto-REF,Piso,Pisos,@Concreto,MG.BHZ.044-BAR-ARQ-MOD-000-TORxxx.nwc,,
130060,130060,PI-1400-LajeConcreto-REF,PI-1400-LajeConcreto-REF,Piso,Pisos,@Concreto,MG.BHZ.044-BAR-ARQ-MOD-000-TORxxx.nwc,,
130061,130061,PI-400-LajeConcreto-REF,PI-400-LajeConcreto-REF,Piso,Pisos,@Concreto,MG.BHZ.044-BAR-ARQ-MOD-000-TORxxx.nwc,,
130067,130067,PI-1000-LajeConcreto-REF,PI-1000-LajeConcreto-REF,Piso,Pisos,@Concreto,MG.BHZ.044-BAR-ARQ-MOD-000-TORxxx.nwc,,
130069,130069,PI-180-Impermeabilização_Enchimento_Interno,PI-180-Impermeabilização_Enchimento_Interno,Piso,Pisos,@EnchimentoImpermeabilizaçãoExterna,MG.BHZ.044-BAR-ARQ-MOD-000-TORxxx.nwc,,
130078,130078,PI-100-Impermeabilização_Enchimento_Externo,PI-100-Impermeabilização_Enchimento_Externo,Piso,Pisos,@EnchimentoImpermeabilizaçãoExterna,MG.BHZ.044-BAR-ARQ-MOD-000-TORxxx.nwc,,
130082,130082,PI03-015-Porcelanato60x60cm_Cinza,PI03-015-Porcelanato60x60cm_Cinza,Piso,Pisos,@Porcelanato60x60cm_Cinza,MG.BHZ.044-BAR-ARQ-MOD-000-TORxxx.nwc,,
130091,130091,PI03-020-Porcelanato60x60cm_Cinza,PI03-020-Porcelanato60x60cm_Cinza,Piso,Pisos,@Porcelanato60x60cm_Cinza,MG.BHZ.044-BAR-ARQ-MOD-000-TORxxx.nwc,,
130384,130384,RE14-020-Generico_Detalhamento,RE14-020-Generico_Detalhamento,Parede básica,Paredes,@Generico,MG.BHZ.044-BAR-ARQ-MOD-000-TORxxx.nwc,,
130783,130783,SH03-060-PlacaCimentícia_Sanca,SH03-060-PlacaCimentícia_Sanca,Parede básica,Paredes,@EstruturaDryWall,MG.BHZ.044-BAR-ARQ-MOD-000-TORxxx.nwc,,
130785,130785,SH04-030-PlacaCimentícia_Shaft,SH04-030-PlacaCimentícia_Shaft,Parede básica,Paredes,@EstruturaDryWall,MG.BHZ.044-BAR-ARQ-MOD-000-TORxxx.nwc,,
131016,131016,PC-160-Osso/ParedeConcreto/Osso-VED,PC-160-Osso/ParedeConcreto/Osso-VED,Parede básica,Paredes,@Concreto,MG.BHZ.044-BAR-ARQ-MOD-000-TORxxx.nwc,,
131018,131018,RE09-020-PinturaCinzaClaroTexturizada_Acrilica_Reboco,RE09-020-PinturaCinzaClaroTexturizada_Acrilica_Reboco,Parede básica,Paredes,@Reboco,MG.BHZ.044-BAR-ARQ-MOD-000-TORxxx.nwc,,
131020,131020,FA06-020-PinturaCinzaGranito_Acrilica_Reboco,FA06-020-PinturaCinzaGranito_Acrilica_Reboco,Parede básica,Paredes,@PinturaCinzaGranitoTexturizada_Acrilica,MG.BHZ.044-BAR-ARQ-MOD-000-TORxxx.nwc,,
131051,131051,PA-140-Osso/Alvenaria14cm/Osso,PA-140-Osso/Alvenaria14cm/Osso,Parede básica,Paredes,@BlocoConcreto14,MG.BHZ.044-BAR-ARQ-MOD-000-TORxxx.nwc,,
131477,131477,R03-Porcelanato_Cinza-15cm,R03-Porcelanato_Cinza-15cm,Moldura de parede,Molduras de parede,@R03_Porcelanato60x60cm_Cinza,MG.BHZ.044-BAR-ARQ-MOD-000-TORxxx.nwc,,
131870,131870,18W_City,18W_City,ARQ_Luminaria_ArandelaSimples,Luminárias,18W_City,MG.BHZ.044-BAR-ARQ-MOD-000-TORxxx.nwc,,
131905,131905,9W_15x15_Prime,9W_15x15_Prime,ARQ_Luminaria_Plafon_Embutir,Luminárias,9W_15x15_Prime,MG.BHZ.044-BAR-ARQ-MOD-000-TORxxx.nwc,,
131918,131918,"J25A-29,7x51,5","J25A-29,7x51,5",ARQ_Janela_Aluminio_1F_Veneziana_Complemento,Janelas,"J25A-29,7x51,5",MG.BHZ.044-BAR-ARQ-MOD-000-TORxxx.nwc,,
131919,131919,DCF-01A-20x20,DCF-01A-20x20,ARQ_Janela_Dumper,Janelas,DCF-01A-20x20,MG.BHZ.044-BAR-ARQ-MOD-000-TORxxx.nwc,,
131961,131961,"J25B-29,7x59,7","J25B-29,7x59,7",ARQ_Janela_Aluminio_1F_Veneziana_Trox,Janelas,"J25B-29,7x59,7",MG.BHZ.044-BAR-ARQ-MOD-000-TORxxx.nwc,,
131974,131974,FO01-030-PinturaBranca/PlacaRU_Acrilica,FO01-030-PinturaBranca/PlacaRU_Acrilica,Forro composto,Forros,@GessoAcartonadoRU,MG.BHZ.044-BAR-ARQ-MOD-000-TORxxx.nwc,,
132155,132155,CA-200-Calha,CA-200-Calha,Calha,Calhas,@AçoGalvanizadoCalhaCA01,MG.BHZ.044-BAR-ARQ-MOD-000-TORxxx.nwc,,
132160,132160,RU-150-Rufo,RU-150-Rufo,Borda,Bordas,@AçoGalvanizadoRufoRU01,MG.BHZ.044-BAR-ARQ-MOD-000-TORxxx.nwc,,
132170,132170,CO-200-Cumeeira,CO-200-Cumeeira,Borda,Bordas,@AçoGalvanizadoCumeeiraCU01,MG.BHZ.044-BAR-ARQ-MOD-000-TORxxx.nwc,,
132205,132205,PI-100-AsfaltoViaPública,PI-100-AsfaltoViaPública,Piso,Pisos,@Base,MG.BHZ.044-BAR-ARQ-MOD-000-BASExx.nwc,,
132258,132258,FA05-020-PinturaMagiaProfunda_Acrilica_Reboco,FA05-020-PinturaMagiaProfunda_Acrilica_Reboco,Parede básica,Paredes,@PinturaMagiaProfundaTexturizada_Acrilica,MG.BHZ.044-BAR-ARQ-MOD-000-BASExx.nwc,,
132261,132261,FA11-020-PinturaPreta_Acrilica_Reboco,FA11-020-PinturaPreta_Acrilica_Reboco,Parede básica,Paredes,@Reboco,MG.BHZ.044-BAR-ARQ-MOD-000-BASExx.nwc,,
132311,132311,RE10-005-PinturaBrancoNeveLisa_Acrilica_Gesso,RE10-005-PinturaBrancoNeveLisa_Acrilica_Gesso,Parede básica,Paredes,@PinturaBrancoNeve_Acrilica,MG.BHZ.044-BAR-ARQ-MOD-000-BASExx.nwc,,
132318,132318,FA15-020-RipasConcreto120x10cm_Natural,FA15-020-RipasConcreto120x10cm_Natural,Parede básica,Paredes,@Reboco,MG.BHZ.044-BAR-ARQ-MOD-000-BASExx.nwc,,
132319,132319,RE11-002-PinturaBrancoNeveLisa_Acrilica_Massa,RE11-002-PinturaBrancoNeveLisa_Acrilica_Massa,Parede básica,Paredes,@MassaAcrilica,MG.BHZ.044-BAR-ARQ-MOD-000-BASExx.nwc,,
132321,132321,"RE16-010-Ceramico33,5x60cm_Guarita/Salão","RE16-010-Ceramico33,5x60cm_Guarita/Salão",Parede básica,Paredes,"@AzulejoCeramico33,5x60cm",MG.BHZ.044-BAR-ARQ-MOD-000-BASExx.nwc,,
132323,132323,RE11-020-PinturaBrancoNeveLisa_Acrilica_Reboco,RE11-020-PinturaBrancoNeveLisa_Acrilica_Reboco,Parede básica,Paredes,@PinturaBrancoNeve_Acrilica,MG.BHZ.044-BAR-ARQ-MOD-000-BASExx.nwc,,
132327,132327,"RE16-025-Ceramico33,5x60cm_Guarita/Salão","RE16-025-Ceramico33,5x60cm_Guarita/Salão",Parede básica,Paredes,"@AzulejoCeramico33,5x60cm",MG.BHZ.044-BAR-ARQ-MOD-000-BASExx.nwc,,
132420,132420,RE03-025-Ceramico30x40cm_A.R.S.,RE03-025-Ceramico30x40cm_A.R.S.,Parede básica,Paredes,@AzulejoCeramico30x40cm,MG.BHZ.044-BAR-ARQ-MOD-000-BASExx.nwc,,
132504,132504,Fechamento_Tela,Fechamento_Tela,System Panel,Painéis cortina,Fechamento_Tela,MG.BHZ.044-BAR-ARQ-MOD-000-BASExx.nwc,,
132506,132506,Vitrine_Vidro_Temperado_30mm,Vitrine_Vidro_Temperado_30mm,System Panel,Painéis cortina,Vitrine_Vidro_Temperado_30mm,MG.BHZ.044-BAR-ARQ-MOD-000-BASExx.nwc,,
132509,132509,Fechamento_Ferro_20x20mm,Fechamento_Ferro_20x20mm,Rectangular Mullion,Montantes de parede cortina,Fechamento_Ferro_20x20mm,MG.BHZ.044-BAR-ARQ-MOD-000-BASExx.nwc,,
132915,132915,ARQ_Placa_Empreendimento,ARQ_Placa_Empreendimento,ARQ_Placa_Empreendimento,Modelos genéricos,ARQ_Placa_Empreendimento,MG.BHZ.044-BAR-ARQ-MOD-000-BASExx.nwc,,
132917,132917,FA14-Unidade,FA14-Unidade,ARQ_ElementoVazado_Un-30x30x9cm,Modelos genéricos,FA14-Unidade,MG.BHZ.044-BAR-ARQ-MOD-000-BASExx.nwc,,
133717,133717,TE04-005-PinturaBrancaLisa_Acrilica_Gesso,TE04-005-PinturaBrancaLisa_Acrilica_Gesso,Forro composto,Forros,@Gesso,MG.BHZ.044-BAR-ARQ-MOD-000-BASExx.nwc,,
133725,133725,ARQ_Metais_Chapa_PCD,ARQ_Metais_Chapa_PCD,ARQ_Metais_Chapa_PCD,Peças hidrossanitárias,ARQ_Metais_Chapa_PCD,MG.BHZ.044-BAR-ARQ-MOD-000-BASExx.nwc,,
133833,133833,Reto 10cm,Reto 10cm,ARQ_Junta Dilatacao,Quadro estrutural,Reto 10cm,MG.BHZ.044-BAR-ARQ-MOD-000-BASExx.nwc,,
133984,133984,M10-180x70cm,M10-180x70cm,ARQ_BancoMetalon,Peças hidrossanitárias,M10-180x70cm,MG.BHZ.044-BAR-ARQ-MOD-000-BASExx.nwc,,
134074,134074,RE17-060-Cerâmico10x10cm_Piscina,RE17-060-Cerâmico10x10cm_Piscina,Parede básica,Paredes,@PisoCeramico10x10cm_Piscina,MG.BHZ.044-BAR-ARQ-MOD-000-BASExx.nwc,,
134084,134084,RE20-020-PinturaEstacionamento_Amarelo_Acrilica_Reboco,RE20-020-PinturaEstacionamento_Amarelo_Acrilica_Reboco,Parede básica,Paredes,@PinturaAmarelaTexturizada_Acrilica,MG.BHZ.044-BAR-ARQ-MOD-000-BASExx.nwc,,
134106,134106,RE20-020-PinturaEstacionamento_Preta_Acrilica_Reboco,RE20-020-PinturaEstacionamento_Preta_Acrilica_Reboco,Parede básica,Paredes,@PinturaPretaTexturizada_Acrilica,MG.BHZ.044-BAR-ARQ-MOD-000-BASExx.nwc,,
134128,134128,RE20-020-PinturaEstacionamento_CinzaGranito_Acrilica_Reboco,RE20-020-PinturaEstacionamento_CinzaGranito_Acrilica_Reboco,Parede básica,Paredes,@PinturaCinzaGranitoTexturizada_Acrilica,MG.BHZ.044-BAR-ARQ-MOD-000-BASExx.nwc,,
134184,134184,FA01-020-PinturaBrancoNeve_Acrilica_Massa,FA01-020-PinturaBrancoNeve_Acrilica_Massa,Parede básica,Paredes,@Reboco,MG.BHZ.044-BAR-ARQ-MOD-000-BASExx.nwc,,
134228,134228,RE14-005-Generico_Detalhamento,RE14-005-Generico_Detalhamento,Parede básica,Paredes,@Generico,MG.BHZ.044-BAR-ARQ-MOD-000-BASExx.nwc,,
134249,134249,"RE18-010-Ceramico33,5x60cm_Cozinha","RE18-010-Ceramico33,5x60cm_Cozinha",Parede básica,Paredes,"@AzulejoCeramico33,5x60cm",MG.BHZ.044-BAR-ARQ-MOD-000-BASExx.nwc,,
134251,134251,"RE18-025-Ceramico33,5x60cm_Cozinha","RE18-025-Ceramico33,5x60cm_Cozinha",Parede básica,Paredes,"@AzulejoCeramico33,5x60cm",MG.BHZ.044-BAR-ARQ-MOD-000-BASExx.nwc,,
134296,134296,RE06-020-PinturaCal_Massa,RE06-020-PinturaCal_Massa,Parede básica,Paredes,@MassaRegularizada,MG.BHZ.044-BAR-ARQ-MOD-000-BASExx.nwc,,
134302,134302,RE06-020-PinturaCal_Reboco,RE06-020-PinturaCal_Reboco,Parede básica,Paredes,@PinturaCal,MG.BHZ.044-BAR-ARQ-MOD-000-BASExx.nwc,,
134355,134355,RE19-020-PinturaBrancoNeveTexturizada_Acrilica_Reboco,RE19-020-PinturaBrancoNeveTexturizada_Acrilica_Reboco,Parede básica,Paredes,@Reboco,MG.BHZ.044-BAR-ARQ-MOD-000-BASExx.nwc,,
134787,134787,R01-Ceramica_Cinza-5cm,R01-Ceramica_Cinza-5cm,Moldura de parede,Molduras de parede,@R01_Ceramica45x45cm_Cinza,MG.BHZ.044-BAR-ARQ-MOD-000-BASExx.nwc,,
134804,134804,R05-Poliestireno_Branco-10cm,R05-Poliestireno_Branco-10cm,Moldura de parede,Molduras de parede,@R05_PoliestirenoBranco,MG.BHZ.044-BAR-ARQ-MOD-000-BASExx.nwc,,
135475,135475,FO04-030-PinturaBranca/PlacaRF_Acrilica,FO04-030-PinturaBranca/PlacaRF_Acrilica,Forro composto,Forros,@GessoAcartonadoRF,MG.BHZ.044-BAR-ARQ-MOD-000-BASExx.nwc,,
135664,135664,RE22-002-PinturaBrancoNeveTexturizada_Acrilica_Massa,RE22-002-PinturaBrancoNeveTexturizada_Acrilica_Massa,Parede básica,Paredes,@MassaRegularizada,MG.BHZ.044-BAR-ARQ-MOD-000-BASExx.nwc,,
135719,135719,RE19-100-PinturaBrancoNeveTexturizada_Acrilica_Reboco,RE19-100-PinturaBrancoNeveTexturizada_Acrilica_Reboco,Parede básica,Paredes,@PinturaBrancoNeveTexturizada_Acrilica,MG.BHZ.044-BAR-ARQ-MOD-000-BASExx.nwc,,
135769,135769,RE13-020-PinturaEstacionamento_Amarela_Acrilica_Reboco,RE13-020-PinturaEstacionamento_Amarela_Acrilica_Reboco,Parede básica,Paredes,@PinturaAmarelaTexturizada_Acrilica,MG.BHZ.044-BAR-ARQ-MOD-000-BASExx.nwc,,
135818,135818,RE13-020-PinturaEstacionamento_Preta_Acrilica_Reboco,RE13-020-PinturaEstacionamento_Preta_Acrilica_Reboco,Parede básica,Paredes,@PinturaPretaTexturizada_Acrilica,MG.BHZ.044-BAR-ARQ-MOD-000-BASExx.nwc,,
135867,135867,RE13-020-PinturaEstacionamento_Branco_Acrilica_Reboco,RE13-020-PinturaEstacionamento_Branco_Acrilica_Reboco,Parede básica,Paredes,@PinturaBrancaTexturizada_Acrilica,MG.BHZ.044-BAR-ARQ-MOD-000-BASExx.nwc,,
136082,136082,FA07-020-PinturaCinzaMisterioso_Acrilica_Reboco,FA07-020-PinturaCinzaMisterioso_Acrilica_Reboco,System Panel,Painéis cortina,FA07-020-PinturaCinzaMisterioso_Acrilica_Reboco,MG.BHZ.044-BAR-ARQ-MOD-000-BASExx.nwc,,
136738,136738,Vitrine_Vidro_Segurança_8mm,Vitrine_Vidro_Segurança_8mm,System Panel,Painéis cortina,Vitrine_Vidro_Segurança_8mm,MG.BHZ.044-BAR-ARQ-MOD-000-BASExx.nwc,,
137112,137112,FA08-020-PinturaDoceSafira_Acrilica_Reboco,FA08-020-PinturaDoceSafira_Acrilica_Reboco,Parede básica,Paredes,@Reboco,MG.BHZ.044-BAR-ARQ-MOD-000-BASExx.nwc,,
138674,138674,ARQ_GuardaCorpo_Vidro_TopRail_200cm,ARQ_GuardaCorpo_Vidro_TopRail_200cm,Tipo de corrimão superior,Corrimãos superiores,Corrimão superior(Interno),MG.BHZ.044-BAR-ARQ-MOD-000-BASExx.nwc,,
138686,138686,ARQ_GuardaCorpo_Vidro_TopRail_120cm,ARQ_GuardaCorpo_Vidro_TopRail_120cm,Tipo de corrimão superior,Corrimãos superiores,Corrimão superior(Interno),MG.BHZ.044-BAR-ARQ-MOD-000-BASExx.nwc,,
138688,138688,ARQ_GuardaCorpo_Vidro_TopRail_130cm,ARQ_GuardaCorpo_Vidro_TopRail_130cm,Tipo de corrimão superior,Corrimãos superiores,Corrimão superior(Interno),MG.BHZ.044-BAR-ARQ-MOD-000-BASExx.nwc,,
138689,138689,ARQ_GuardaCorpo_Vidro_TopRail_110cm,ARQ_GuardaCorpo_Vidro_TopRail_110cm,Tipo de corrimão superior,Corrimãos superiores,Corrimão superior(Interno),MG.BHZ.044-BAR-ARQ-MOD-000-BASExx.nwc,,
138694,138694,CA-200-Calha Lateral,CA-200-Calha Lateral,Calha,Calhas,@AçoGalvanizadoCalha,MG.BHZ.044-BAR-ARQ-MOD-000-BASExx.nwc,,
